"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"","LEFT_PUTAMEN","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","left-putamen","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","LEFT_PUTAMEN_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","left-putamen ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","LEFT_THALAMUS_PROPER","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","left-thalamus-proper","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","LEFT_THALAMUS_PROPER_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","left-thalamus-proper ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_MIDDLEFR","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","Right middle frontal ROI","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_MIDDLEFR_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","Right middle frontal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_ORBITOFR","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","Right orbitofrontal ROI","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_ORBITOFR_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","Right orbitofrontal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_PARSFR","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","Right pars frontal ROI","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_PARSFR_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","Right pars frontal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_ACCUMBENS_AREA","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-accumbens-area","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_ACCUMBENS_AREA_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-accumbens-area ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_AMYGDALA","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-amygdala","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_AMYGDALA_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-amygdala ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_CAUDATE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-caudate","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_CAUDATE_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-caudate ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_HIPPOCAMPUS","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-hippocampus","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_HIPPOCAMPUS_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-hippocampus ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_PALLIDUM","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-pallidum","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_PALLIDUM_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-pallidum ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_PUTAMEN","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-putamen","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_PUTAMEN_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-putamen ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_THALAMUS_PROPER","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-thalamus-proper","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","RIGHT_THALAMUS_PROPER_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","right-thalamus-proper ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CHOROID","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","Bilateral choroid plexus","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CHOROID_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","Bilateral choroid plexus ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CTX_LH_BANKSSTS","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","ctx-lh-bankssts","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CTX_LH_BANKSSTS_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","ctx-lh-bankssts ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CTX_LH_CAUDALANTERIORCINGULATE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","ctx-lh-caudalanteriorcingulate","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CTX_LH_CAUDALANTERIORCINGULATE_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","ctx-lh-caudalanteriorcingulate ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CTX_LH_CUNEUS","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","ctx-lh-cuneus","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CTX_LH_CUNEUS_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","ctx-lh-cuneus ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CTX_LH_ENTORHINAL","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","ctx-lh-entorhinal","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CTX_LH_ENTORHINAL_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","ctx-lh-entorhinal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CTX_LH_FUSIFORM","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","ctx-lh-fusiform","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CTX_LH_FUSIFORM_SIZE","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","ctx-lh-fusiform ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
"","CTX_LH_INFERIORPARIETAL","UCBERKELEYAV1451_PVC","UC Berkeley - AV1451 analysis","-4","ctx-lh-inferiorparietal","-4","-4","N","","4","-4","-4","-4","av1451 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-10-19 16:42:11.0"
