"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"","HIPPOVOL_L","FOXLABBSI","Fox Lab BSI measures","-4","Left side hippocampal volume","-4","-4","-4","-4","-4","-4","-4","-4","ml","","Only populated for ADNI GO/2","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","DBCBBSI","FOXLABBSI","Fox Lab BSI measures","-4","Whole brain classic BSI","-4","-4","-4","-4","-4","-4","-4","-4","ml","","Only populated for ADNI-1 for historical purposes","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","KMNDBCBBSI","FOXLABBSI","Fox Lab BSI measures","-4","Whole brain KN-BSI","-4","-4","-4","-4","-4","-4","-4","-4","ml","","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","VBSI","FOXLABBSI","Fox Lab BSI measures","-4","Ventricular BSI","-4","-4","-4","-4","-4","-4","-4","-4","ml","","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","HBSI_R","FOXLABBSI","Fox Lab BSI measures","-4","Right side hippocampal BSI","-4","-4","-4","-4","-4","-4","-4","-4","ml","","Only populated for ADNI GO/2","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","HBSI_L","FOXLABBSI","Fox Lab BSI measures","-4","Left side hippocampal BSI","-4","-4","-4","-4","-4","-4","-4","-4","ml","","Only populated for ADNI GO/2","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","REGRATING","FOXLABBSI","Fox Lab BSI measures","-4","Longitudinal QC rating","-4","-4","-4","-4","-4","-4","-4","-4","","1=Good; 2=Acceptable; 3=Borderline acceptable; 4=Fail/unacceptable; 5=Significant non-disease related pathology affects measure; 7=Not rated","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","VENTACCEPT","FOXLABBSI","Fox Lab BSI measures","-4","Ventricular QC rating","-4","-4","-4","-4","-4","-4","-4","-4","","0=FAIL; 1=PASS","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","HPACCEPT_R","FOXLABBSI","Fox Lab BSI measures","-4","Right side hippocampal QC rating","-4","-4","-4","-4","-4","-4","-4","-4","","0=FAIL; 1=PASS","Only populated for ADNI GO/2","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","HPACCEPT_L","FOXLABBSI","Fox Lab BSI measures","-4","Left side hippocampal QC rating","-4","-4","-4","-4","-4","-4","-4","-4","","0=FAIL; 1=PASS","Only populated for ADNI GO/2","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","MRSEQUENCE","FOXLABBSI","Fox Lab BSI measures","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","MRFIELD","FOXLABBSI","Fox Lab BSI measures","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","PROTOCOL","FOXLABBSI","Fox Lab BSI measures","-4","The ADNI study under which the original scans were collected","-4","-4","-4","-4","-4","-4","-4","-4","","1=ADNI-1;GO=ADNI-GO;2=ADNI-2","M12 visits for GO subjects continuing into ADNI-2 are coded as ADNI-2 protocol with a v06 VISCODE","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
"","QC_PASS","FOXLABBSI","Fox Lab BSI measures","-4","Selected for cross-sectional analysis","-4","-4","-4","-4","-4","-4","-4","-4","","0=FAIL/UNUSED; 1=PASS","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2014-06-24 11:47:34.0"
